Year,Report ID,Country,License,Commodity Type Overview,Commodity_type,Title / Project type,Project Name / concession layer,Project_ID,Project_Uri,Company_Name,Company_ID,Company share of project,IsOperator,Production Year,Production_volume,Production_unit,Price from EITI Report,Unit,Payment received by government (US$),Payment by company (US$),Company,Currency,Data,Company,Value
#year,#eitiSrouce,#country,#license,#project+commodityType,#project+commodityDetails,,#project,#project+identifier,#project+url,#project+company,#project+company+identifier,#project+company+share,#project+company+isOperator,#project+production+year,#project+production+volume,#project+production+unit,#project+production+price,#project+production+priceUnit,#governmentReceipt,#companyPayment,#companyPayment+country,#companyPayment+currency,#companyPayment+date,#companyPayment+company,#companyPayment+value
2011,,Trinidad & Tobago,,Oil & Gas,Gas,,Block Modified U(a),,,,,,,2011,"36,069,124,000",cubic feet,,,0,0,Trinidad & Tobago,USD,2011,0,0
2011,,Trinidad & Tobago,,Oil & Gas,Oil,,Block Modified U(b),,,EOG Resources Trinidad U(b) Block Unlimited,,,,2011,"47,224",barrels,,,"5,912,633","5,907,316",Trinidad & Tobago,USD,2011,EOG Resources Trinidad U(b) Block Unlimited,"5,907,316"
2011,,Trinidad & Tobago,,Oil & Gas,Gas,,Block Modified U(b),,,,,,,2011,"10,216,460,000",cubic feet,,,0,0,Trinidad & Tobago,USD,2011,0,0
2011,,Trinidad & Tobago,,Oil & Gas,,,Central Range Block- Deep Horizons,,,Parex Resources (Trinidad) Ltd. (Operator),,,TRUE,2011,,,,,Not given,Not given,Trinidad & Tobago,USD,2011,Parex Resources (Trinidad) Ltd. (Operator),
2011,,Trinidad & Tobago,,Oil & Gas,,,Central Range Block- Deep Horizons,,,Petro Andina (Trinidad) Ltd,,50,,2011,,,,,Not given,Not given,Trinidad & Tobago,USD,2011,Petro Andina (Trinidad) Ltd,
2011,,Trinidad & Tobago,,Oil & Gas,,,Central Range Block- Deep Horizons,,,Voyager Energy (Trinidad) Ltd,,30,,2011,,,,,Not available,Not available,Trinidad & Tobago,USD,2011,Voyager Energy (Trinidad) Ltd,
2011,,Trinidad & Tobago,,Oil & Gas,,,Central Range Block- Deep Horizons,,,Petrotin,,20,,2011,,,,,Not available,Not available,Trinidad & Tobago,USD,2011,Petrotin,
2011,,Trinidad & Tobago,,Oil & Gas,,,Central Range Block-Shallow Horizons,,,Parex Resources (Trinidad) Ltd. (Operator),,,TRUE,2011,,,,,Not given,Not given,Trinidad & Tobago,USD,2011,Parex Resources (Trinidad) Ltd. (Operator),
2011,,Trinidad & Tobago,,Oil & Gas,,,Central Range Block-Shallow Horizons,,,Petro Andina (Trinidad) Ltd,,50,,2011,,,,,Not given,Not given,Trinidad & Tobago,USD,2011,Petro Andina (Trinidad) Ltd,
2011,,Trinidad & Tobago,,Oil & Gas,,,Central Range Block-Shallow Horizons,,,Petrotin,,,,2011,,,,,Not available,Not available,Trinidad & Tobago,USD,2011,Petrotin,
2011,,Trinidad & Tobago,,Oil & Gas,,,Central Range Block-Shallow Horizons,,,Voyager Energy (Trinidad) Ltd,,15,,2011,,,,,Not available,Not available,Trinidad & Tobago,USD,2011,Voyager Energy (Trinidad) Ltd,
2011,,Trinidad & Tobago,,Oil & Gas,,,Guayaguayare Block- Deep Horizons,,,Niko Resources (Trinidad and Tobago) Ltd (Operator),,,TRUE,2011,,,,,Not available,Not available,Trinidad & Tobago,USD,2011,Niko Resources (Trinidad and Tobago) Ltd (Operator),
2011,,Trinidad & Tobago,,Oil & Gas,,,Guayaguayare Block- Deep Horizons,,,Voyager Energy (Trinidad) Ltd,,,,2011,,,,,Not available,Not available,Trinidad & Tobago,USD,2011,Voyager Energy (Trinidad) Ltd,
2011,,Trinidad & Tobago,,Oil & Gas,,,Guayaguayare Block- Deep Horizons,,,Petrotin,,,,2011,,,,,Not available,Not available,Trinidad & Tobago,USD,2011,Petrotin,
2011,,Trinidad & Tobago,,Oil & Gas,,,Guayaguayare Block-Shallow Horizons,,,Niko Resources (Trinidad and Tobago) Ltd (Operator),,,TRUE,2011,,,,,Not available,Not available,Trinidad & Tobago,USD,2011,Niko Resources (Trinidad and Tobago) Ltd (Operator),
2011,,Trinidad & Tobago,,Oil & Gas,,,Guayaguayare Block-Shallow Horizons,,,Voyager Energy (Trinidad) Ltd,,,,2011,,,,,Not available,Not available,Trinidad & Tobago,USD,2011,Voyager Energy (Trinidad) Ltd,
2011,,Trinidad & Tobago,,Oil & Gas,,,Guayaguayare Block-Shallow Horizons,,,Petrotin,,,,2011,,,,,Not available,Not available,Trinidad & Tobago,USD,2011,Petrotin,
2011,,Trinidad & Tobago,,Oil & Gas,,,North Coast Marine Area 1 (NCMA 1),,,BG Trinidad and Tobago Limited,,57,TRUE,2011,Not available,,,,Not available,Not available,Trinidad & Tobago,USD,2011,BG Trinidad and Tobago Limited,
2011,,Trinidad & Tobago,,Oil & Gas,,,North Coast Marine Area 1 (NCMA 1),,,NSGP (Ensign) Limited,,21.5,,2011,,,,,0,0,Trinidad & Tobago,USD,2011,NSGP (Ensign) Limited,0
2011,,Trinidad & Tobago,,Oil & Gas,,,North Coast Marine Area 1 (NCMA 1),,,ENI Trinidad and Tobago Limited,,,,2011,,,,,"12,568,771","12,568,771",Trinidad & Tobago,USD,2011,ENI Trinidad and Tobago Limited,"12,568,771"
2011,,Trinidad & Tobago,,Oil & Gas,,,North Coast Marine Area 2 (NCMA 2),,,Niko Resources (NCMA2 Caribbean) Limited (Operator),,,TRUE,2011,,,,,"13,933,742","13,983,085",Trinidad & Tobago,USD,2011,Niko Resources (NCMA2 Caribbean) Limited (Operator),"13,983,085"
2011,,Trinidad & Tobago,,Oil & Gas,,,North Coast Marine Area 2 (NCMA 2),,,RWE Dea Trinidad and Tobago GmbH,,,,2011,,,,,Not given,Not given,Trinidad & Tobago,USD,2011,RWE Dea Trinidad and Tobago GmbH,
2011,,Trinidad & Tobago,,Oil & Gas,,,North Coast Marine Area 2 (NCMA 2),,,Petrotin,,,,2011,,,,,Not available,Not available,Trinidad & Tobago,USD,2011,Petrotin,
2011,,Trinidad & Tobago,,Oil & Gas,,,North Coast Marine Area 3 (NCMA 3),,,Niko Resources (NCMA3 Caribbean) Limited (Operator),,,TRUE,2011,,,,,"3,642,858","3,709,642",Trinidad & Tobago,USD,2011,Niko Resources (NCMA3 Caribbean) Limited (Operator),"3,709,642"
2011,,Trinidad & Tobago,,Oil & Gas,,,North Coast Marine Area 3 (NCMA 3),,,Petrotin,,,,2011,,,,,Not available,Not available,Trinidad & Tobago,USD,2011,Petrotin,
2011,,Trinidad & Tobago,,Oil & Gas,,,North Coast Marine Area 4 (NCMA 4),,,Centrica North Sea Oil Ltd (Operator),,,TRUE,2011,,,,,"6,480,586","6,503,803",Trinidad & Tobago,USD,2011,Centrica North Sea Oil Ltd (Operator),"6,503,803"
2011,,Trinidad & Tobago,,Oil & Gas,,,North Coast Marine Area 4 (NCMA 4),,,Venture North Sea Oil Limited,,,,2011,,,,,Not given,Not given,Trinidad & Tobago,USD,2011,Venture North Sea Oil Limited,
2011,,Trinidad & Tobago,,Oil & Gas,,,North Coast Marine Area 4 (NCMA 4),,,Petrotin,,,,2011,,,,,Not available,Not available,Trinidad & Tobago,USD,2011,Petrotin,
2010,,Yemen,,Gas,LNG,,YLNG,,,Yemen Gas Company,,,,2010,1.87E+11,cubic feet,Not given,,"112,270,000","112,270,000",Yemen,USD,2010,Yemen Gas Company,"112,270,000"
2010,,Yemen,,Gas,LNG,,YLNG,,,Total,,,,2010,,,,,,,Yemen,USD,2010,Total,0
2010,,Yemen,,Gas,LNG,,YLNG,,,Hunt,,,,2010,,,,,,,Yemen,USD,2010,Hunt,0
2010,,Yemen,,Gas,LNG,,YLNG,,,SK Innovation,,,,2010,,,,,,,Yemen,USD,2010,SK Innovation,0
2010,,Yemen,,Gas,LNG,,YLNG,,,Korea Gas Corporation,,,,2010,,,,,,,Yemen,USD,2010,Korea Gas Corporation,0
2010,,Yemen,,Gas,LNG,,YLNG,,,Hyundai Corporation,,,,2010,,,,,,,Yemen,USD,2010,Hyundai Corporation,0
2010,,Yemen,,Gas,LNG,,YLNG,,,The General Authority for Social Security and Pensions,,,,2010,,,,,,,Yemen,USD,2010,The General Authority for Social Security and Pensions,0
2011,,Yemen,,Gas,LNG,,YLNG,,,Yemen Gas Company,,,,2011,3.09E+11,cubic feet,Not given,,"201,261,000","201,001,000",Yemen,USD,2011,Yemen Gas Company,"201,001,000"
2011,,Yemen,,Gas,LNG,,YLNG,,,Total,,,,2011,,,,,,,Yemen,USD,2011,Total,0
2011,,Yemen,,Gas,LNG,,YLNG,,,Hunt,,,,2011,,,,,,,Yemen,USD,2011,Hunt,0
2011,,Yemen,,Gas,LNG,,YLNG,,,SK Innovation,,,,2011,,,,,,,Yemen,USD,2011,SK Innovation,0
2011,,Yemen,,Gas,LNG,,YLNG,,,Korea Gas Corporation,,,,2011,,,,,,,Yemen,USD,2011,Korea Gas Corporation,0
2011,,Yemen,,Gas,LNG,,YLNG,,,Hyundai Corporation,,,,2011,,,,,,,Yemen,USD,2011,Hyundai Corporation,0
2011,,Yemen,,Gas,LNG,,YLNG,,,The General Authority for Social Security and Pensions,,,,2011,,,,,,,Yemen,USD,2011,The General Authority for Social Security and Pensions,0
2010,,Zambia,,Mining,,,,,,,,,,2010,,,,,,,Zambia,USD,2010,0,0
2011,,Zambia,,Mining,,,,,,,,,FALSE,2011,,,,,,,Zambia,USD,2011,0,0
